lambda,hst.ACS_update_sep07.wfc_f435w_t81.dat,hst.ACS_update_sep07.wfc_f475w_t81.dat,hst.ACS_update_sep07.wfc_f606w_t81.dat,hst.ACS_update_sep07.wfc_f775w_t81.dat,hst.ACS_update_sep07.wfc_f814w_t81.dat,F090W_JWST,hst.wfc3.IR.f105w.dat,F115W_JWST,hst.wfc3.IR.f125w.dat,hst.wfc3.IR.f140w.dat,F150W_JWST,hst.wfc3.IR.f160w.dat,F200W_JWST,F277W_JWST,F356W_JWST,F410M_JWST,F444W_JWST
24960,,,,,,3.90847275102579e-10,,3.68521289088481e-12,,,1.29626132273579e-12,,2.2699671403605e-12,0.398627385601281,2.54791590368592e-06,1.18284748366173e-06,0.00102122720153572
24970,,,,,,3.78889913154012e-10,,3.54211063090615e-12,,,1.34554495301041e-12,,2.11994247708868e-12,0.398253966608856,2.99253651083508e-06,1.23619695232216e-06,0.00104659241986069
24980,,,,,,3.68277449651942e-10,,3.13248478606992e-12,,,1.25045519197857e-12,,1.97056911915662e-12,0.39782993819894,3.43179938011754e-06,1.31882248798388e-06,0.00107143728158479
24990,,,,,,3.58372117997356e-10,,2.77527939178344e-12,,,1.24114103749127e-12,,1.80924811218695e-12,0.397343572214299,3.8212822094869e-06,1.44104354798355e-06,0.00109657557758917
25000,,,,,,3.49822803601721e-10,,2.49555412539107e-12,,,8.81435845860806e-13,,1.59946328797821e-12,0.396811155967127,4.21076503885641e-06,2.22843367030355e-06,0.00114024243398677
25010,,,,,,3.40278025249579e-10,,2.0608565547891e-12,,,7.11518856452686e-13,,1.34789194410465e-12,0.39623649982801,4.82225884493081e-06,2.26611643696778e-06,0.00116788609637806
25020,,,,,,3.30585906930615e-10,,2.06724106827887e-12,,,7.96235475584762e-13,,1.29121520665136e-12,0.395624299334704,5.44469004280334e-06,3.31293023769694e-06,0.00119482306904421
25030,,,,,,3.23045414655809e-10,,2.08415657702218e-12,,,7.65475667181782e-13,,1.28066009318684e-12,0.39497947611023,6.4158102655162e-06,4.24275665331929e-06,0.0012210938730673
25040,,,,,,3.15005165112752e-10,,2.06470592993591e-12,,,6.1278767069265e-13,,1.16417896232661e-12,0.394306016512161,7.46714168163224e-06,5.01516851078443e-06,0.00113168351376897
25050,,,,,,3.07279243272618e-10,,1.7482090775182e-12,,,4.41484343732274e-13,,1.06864522512582e-12,0.393607466401187,8.50782587628682e-06,6.23102813008526e-06,0.000472534643644717
25060,,,,,,2.98764044540357e-10,,1.54056677190005e-12,,,4.97725195024301e-13,,1.02162407939376e-12,0.392895519789733,9.44432958118676e-06,4.52174614396354e-06,0.00034540113960049
25070,,,,,,2.90816665000718e-10,,1.37387941695483e-12,,,5.31280756713031e-13,,9.2073578448433e-13,0.392173513114311,1.02111621609991e-05,2.75670283068102e-06,0.000337498572893122
25080,,,,,,2.83859240403913e-10,,1.17358017702494e-12,,,5.16722446417834e-13,,8.21683641149212e-13,0.391447189300161,1.08428229077413e-05,1.71414538666836e-06,0.000329606371024689
25090,,,,,,2.76031679327901e-10,,1.15563959006342e-12,,,3.68040004215879e-13,,7.81566260632292e-13,0.390723023739936,1.17276304290014e-05,9.3662043337639e-07,0.000321835604847938
25100,,,,,,2.68107794870946e-10,,1.16633099736453e-12,,,3.57250859860521e-13,,7.61615272341185e-13,0.39000635181702,1.1959012093705e-05,8.95887949656433e-07,0.000313331220896103
25110,,,,,,2.6034990365849e-10,,1.16039637562264e-12,,,3.61284191877864e-13,,7.38115737078014e-13,0.389318056545094,1.19633849680101e-05,1.65375672166894e-06,0.000304669481646083
25120,,,,,,2.5313398431998e-10,,1.03691792544632e-12,,,3.38858411620118e-13,,6.79604536637645e-13,0.388648741371068,1.19417654735215e-05,3.17250048277007e-06,0.00029608485633958
25130,,,,,,2.45282878873767e-10,,9.54001930649e-13,,,3.39062235847102e-13,,5.7686373590672e-13,0.388003597458099,1.20542430188306e-05,3.87671229164418e-06,0.000287142474865684
25140,,,,,,2.36653328820779e-10,,1.09758120128208e-12,,,3.75967749594342e-13,,5.12332342784578e-13,0.387386032528714,1.21329927383781e-05,2.75322378974075e-06,0.000278266876607418
25150,,,,,,2.28616421937372e-10,,9.86650021273174e-13,,,3.31719697234736e-13,,4.9294700733605e-13,0.386798704135142,1.21532176349685e-05,1.51123984245827e-06,0.000269541185733584
25160,,,,,,2.20546385145038e-10,,9.71389947569708e-13,,,2.71651409459665e-13,,4.64552213324943e-13,0.386246476527945,1.20928182392807e-05,1.39297794183064e-06,0.000261035639646165
25170,,,,,,2.12698089828513e-10,,7.88385996239579e-13,,,2.13303357433173e-13,,4.34971803752605e-13,0.38574285005969,1.19570483929666e-05,6.86882896681224e-07,0.000252618194208692
25180,,,,,,2.04901743036818e-10,,8.07709022381935e-13,,,2.37905130656471e-13,,3.84966173880338e-13,0.385280377331779,1.21712536895378e-05,2.5608774270076e-06,0.000243914808202211
25190,,,,,,1.96718948429926e-10,,6.68085507929122e-13,,,2.37626549238611e-13,,3.39803068595748e-13,0.384861295157706,1.24873284075403e-05,4.72950962665162e-06,0.000234965094337969
25200,,,,,,1.88498893109028e-10,,6.18524611858773e-13,,,2.10662275944837e-13,,3.26056667211994e-13,0.384489394034677,1.26166697527663e-05,4.47961633455168e-06,0.000225795593585388
25210,,,,,,1.80759538090176e-10,,5.10462793404412e-13,,,1.73783331252516e-13,,3.17251516524311e-13,0.384168116355068,1.25547767659179e-05,5.30446375459879e-06,0.000217296016926315
25220,,,,,,1.73342428336693e-10,,5.19638006304769e-13,,,1.60020665756687e-13,,2.82712126913872e-13,0.383899645155639,1.24534997802781e-05,3.65579695803362e-06,0.000208784558777036
25230,,,,,,1.65394471262716e-10,,4.94473291595131e-13,,,1.54588350084621e-13,,2.45851092226307e-13,0.383690875481776,1.24129377621288e-05,1.31641956664376e-06,0.000200239425704577
25240,,,,,,1.57355925573056e-10,,5.05828402422483e-13,,,1.46516921281941e-13,,2.46486196804592e-13,0.383532769413013,1.26128871952656e-05,1.89819384095053e-06,0.000191681836728857
25250,,,,,,1.49962542277387e-10,,4.48935356123605e-13,,,1.50422135231138e-13,,2.42707030375539e-13,0.383424761313589,1.23711079400818e-05,2.9237871277333e-06,0.000183232055641665
25260,,,,,,1.42753591636218e-10,,4.15095596400566e-13,,,1.30774363079074e-13,,2.19021228806702e-13,0.383366123832585,1.21246657771028e-05,3.28534461297932e-06,0.000174644376598795
25270,,,,,,1.35610630366555e-10,,3.91675808329541e-13,,,9.97843829188835e-14,,1.95070806809029e-13,0.383356638613711,1.20187613266559e-05,2.74202760849976e-06,0.000165985451036028
25280,,,,,,1.28542322521264e-10,,3.57627019938566e-13,,,1.02840128404336e-13,,1.89673783266713e-13,0.38339967798958,1.23354775817797e-05,9.06695949260625e-07,0.000157538978293023
25290,,,,,,1.21752393672131e-10,,3.27295185222936e-13,,,9.9345696244877e-14,,1.8192821258893e-13,0.383500680362531,1.25372660569372e-05,1.91404259301371e-06,0.000149633713799213
25300,,,,,,1.15213041779595e-10,,2.89561427457292e-13,,,1.02420871918788e-13,,1.60173435773017e-13,0.383655527421664,1.25945464724829e-05,2.05762619885332e-06,0.000142019423489705
25310,,,,,,1.09246632993918e-10,,2.88482707387951e-13,,,8.79049147162044e-14,,1.44315635094152e-13,0.383868417376788,1.25688291786224e-05,1.19619668392008e-06,0.000134603832386848
25320,,,,,,1.03728575784362e-10,,2.68285631629105e-13,,,1.00508517083127e-13,,1.39877331203615e-13,0.384132560843042,1.28009882178617e-05,2.75553834147895e-06,0.000127201209535396
25330,,,,,,9.80838611915703e-11,,2.73803650402688e-13,,,8.38416147884697e-14,,1.34304165124072e-13,0.384437243245487,1.32654246951678e-05,3.40937957374697e-06,0.000119992937083963
25340,,,,,,9.29114111212156e-11,,2.35871836739654e-13,,,7.46935627715724e-14,,1.24068605069308e-13,0.384781788803441,1.34973508469872e-05,3.3913749033439e-06,0.000112948941336201
25350,,,,,,8.81776311778343e-11,,2.23857232229678e-13,,,5.98464668346228e-14,,1.10216982996853e-13,0.385170135047257,1.33627386863602e-05,2.81501239100087e-06,0.000106079131612573
25360,,,,,,8.37938868538918e-11,,1.74422074496353e-13,,,6.93250031936466e-14,,1.02303463100295e-13,0.385591203225395,1.32818194828108e-05,2.15981600877943e-06,9.95191043824535e-05
25370,,,,,,7.97618963927749e-11,,1.55879693682418e-13,,,6.62577747876582e-14,,9.68526146489196e-14,0.386040731853807,1.34710722217273e-05,2.94294724595502e-06,9.33138060641567e-05
25380,,,,,,7.60550887937487e-11,,1.57592150429338e-13,,,6.46896245195185e-14,,8.92872975527818e-14,0.386515634082372,1.37069103300729e-05,2.9734577007081e-06,8.73196660829678e-05
25390,,,,,,7.27971420106216e-11,,1.68773478324491e-13,,,4.83692854459131e-14,,8.56581366153543e-14,0.387013638719214,1.38664848725955e-05,1.1090692431394e-06,8.14670358595791e-05
25400,,,,,,6.95699856331042e-11,,1.69166177552604e-13,,,4.38423952947509e-14,,8.10339068204704e-14,0.387533330175501,1.4060550245842e-05,1.92812608292953e-06,7.57774677991443e-05
25410,,,,,,6.63330448390408e-11,,1.50758635569272e-13,,,5.83300711157519e-14,,7.13734961129809e-14,0.388052945858901,1.42711313231759e-05,1.76055779900215e-06,7.0535932753595e-05
25420,,,,,,6.30865516725195e-11,,1.52343898882487e-13,,,4.13722787703817e-14,,6.37348836870403e-14,0.38858534358264,1.45000565798799e-05,1.73466715855818e-06,6.55525357870808e-05
25430,,,,,,5.98580741642868e-11,,1.49607482943289e-13,,,2.22357357501931e-14,,5.93088872470347e-14,0.389127999841117,1.47504412295655e-05,2.89820972656291e-06,6.06730002486682e-05
25440,,,,,,5.71720200427094e-11,,1.41096452780369e-13,,,2.27057154290203e-14,,5.59697856960735e-14,0.389677906499871,1.48493872118029e-05,4.41618476501362e-06,5.60676921530394e-05
25450,,,,,,5.46306470124398e-11,,1.11383498053011e-13,,,3.78808692566016e-14,,5.32727236385789e-14,0.390232686008541,1.49972590565256e-05,4.25476186545318e-06,5.16975190048715e-05
25460,,,,,,5.23227486832593e-11,,9.71484558941947e-14,,,3.36019777214625e-14,,5.28942016438095e-14,0.390790867625411,1.52815861623958e-05,4.23888873554738e-06,4.76171157726937e-05
25470,,,,,,5.03049522284831e-11,,9.57252710359484e-14,,,3.02620667128586e-14,,4.82391235567788e-14,0.391349953639937,1.58392621559677e-05,7.13043261047255e-06,4.39359865660958e-05
25480,,,,,,4.86402891958403e-11,,9.27169472771095e-14,,,2.65817301449667e-14,,4.09744467908648e-14,0.391906813947756,1.62387715079072e-05,4.74459180948399e-06,4.05435688294991e-05
25490,,,,,,4.67557093835158e-11,,8.17574851794149e-14,,,2.4081409038485e-14,,3.66554732732835e-14,0.392459316893024,1.63233387137516e-05,3.9565822876088e-06,3.73995004673811e-05
25500,,,,,,4.48612269818546e-11,,7.23285931109086e-14,,,2.27480748662481e-14,,3.3266588306655e-14,0.393009665594454,1.62161501543132e-05,4.39160513935573e-06,3.44060790664551e-05
25510,,,,,,4.34826019846025e-11,,6.93619471189308e-14,,,1.81002019969887e-14,,3.08624134288226e-14,0.393560169213817,1.62107615986644e-05,3.99861432455113e-06,3.13619339635433e-05
25520,,,,,,4.21616228786345e-11,,6.49452128544822e-14,,,1.95906565992439e-14,,2.97030044133764e-14,0.394103091960623,1.64611255690975e-05,2.8263031055657e-06,2.83880158422966e-05
25530,,,,,,4.08333218593786e-11,,5.7391906054302e-14,,,1.44144280587929e-14,,2.85325184900956e-14,0.394634400129667,1.65215654790481e-05,3.00209184816343e-06,2.58296696194466e-05
25540,,,,,,3.96636791937979e-11,,5.04936547747531e-14,,,1.48355790084794e-14,,2.65300350573629e-14,0.395153048955027,1.63533677750336e-05,3.94352313630669e-06,2.36779510773237e-05
25550,,,,,,3.84154154540278e-11,,5.33269979375015e-14,,,1.19915711254421e-14,,2.29503280326765e-14,0.395657893267324,1.60759532748321e-05,2.19502196227744e-06,2.17082052848445e-05
25560,,,,,,3.71218899793567e-11,,5.2793226196973e-14,,,1.23099005546442e-14,,2.04760793606901e-14,0.39614814071963,1.58472441281284e-05,2.61558009771094e-06,2.02005670041471e-05
25570,,,,,,3.59874617482685e-11,,5.00152777692196e-14,,,1.14079603992239e-14,,2.058558620045e-14,0.39662324993812,1.54369500447024e-05,2.30936122741723e-06,1.84593183742157e-05
25580,,,,,,3.49037151173049e-11,,3.4369554120268e-14,,,1.21766695783739e-14,,1.92594599132373e-14,0.397081767783661,1.48643419444891e-05,9.34349166506454e-07,1.63845629888743e-05
25590,,,,,,3.39188470637346e-11,,2.77481930285631e-14,,,1.02958117559163e-14,,1.67120688655108e-14,0.39752214061859,1.46941375855971e-05,1.65039566672885e-06,1.46291760544961e-05
25600,,,,,,3.30054889919601e-11,,2.34624943659827e-14,,,7.62537243855138e-15,,1.55199980343099e-14,0.397947249788617,1.46552869734757e-05,2.20350350634456e-06,1.3242360646054e-05
25610,,,,,,3.18431884485652e-11,,2.53795252684866e-14,,,7.00412839861735e-15,,1.47333282366228e-14,0.398359160572611,1.45196804726872e-05,2.50032537370732e-06,1.21762296793042e-05
25620,,,,,,3.04915421530384e-11,,2.5283499824431e-14,,,8.1895105686906e-15,,1.28011812031333e-14,0.398757730651712,1.4190349924379e-05,2.41217992858916e-06,1.1388607239966e-05
25630,,,,,,2.92352571417445e-11,,2.2170718354574e-14,,,7.96168256194273e-15,,1.13445972559482e-14,0.399141654560422,1.38263816466463e-05,9.62941119929385e-07,1.03921302599023e-05
25640,,,,,,2.79416480394257e-11,,2.31227548220388e-14,,,6.10732191407034e-15,,1.08690456237405e-14,0.399510899829765,1.3564391889099e-05,1.11166958751127e-06,9.38647148551593e-06
25650,,,,,,2.66921112492247e-11,,2.32504817438383e-14,,,5.58237449525996e-15,,1.03267229939168e-14,0.399863667226027,1.34606236371438e-05,2.21003415374159e-06,8.42952705137112e-06
25660,,,,,,2.53328310291165e-11,,2.22930610205359e-14,,,5.5303107507403e-15,,9.80317783326474e-15,0.400205009781249,1.35655053319751e-05,3.82424415006517e-06,7.56424387102153e-06
25670,,,,,,2.40257050224525e-11,,1.85023835279755e-14,,,5.57869158007531e-15,,8.45974849752512e-15,0.400537139320096,1.38813220221778e-05,3.0494151893371e-06,6.66571159673833e-06
25680,,,,,,2.25466028635354e-11,,1.79556214362599e-14,,,3.57049602211969e-15,,7.04713973286988e-15,0.400859136596731,1.42430584429037e-05,3.32850108953609e-06,6.19642351093748e-06
25690,,,,,,2.10935394786212e-11,,1.75085775441727e-14,,,3.93604479551338e-15,,6.48673333259856e-15,0.401172452878089,1.44887924951553e-05,4.2675543765932e-06,5.93119078911887e-06
25700,,,,,,1.9643575671654e-11,,1.44808535997873e-14,,,3.5900599565e-15,,6.28674673743924e-15,0.401498342263369,1.4422331032858e-05,5.46974223863269e-06,5.62837867522275e-06
25710,,,,,,1.81730634827974e-11,,1.03503453280839e-14,,,2.28656099479622e-15,,5.69439220593159e-15,0.402127640681957,1.46389382813616e-05,6.77529267087133e-06,5.06964119464858e-06
25720,,,,,,1.68538746775024e-11,,8.17436822487047e-15,,,2.66679702813395e-15,,4.80825593560643e-15,0.402508579682848,1.49705923736088e-05,4.85969117403505e-06,4.62778105411172e-06
25730,,,,,,1.54766962206966e-11,,9.17502263163498e-15,,,2.46674439623611e-15,,4.46086282238672e-15,0.402788244989706,1.53183046705371e-05,1.71753086866011e-06,4.30922841158958e-06
25740,,,,,,1.41350357440542e-11,,9.281889068574e-15,,,1.88288776460416e-15,,4.44702456231752e-15,0.403065707318538,1.55188189963291e-05,1.09992949031813e-06,4.10787407276468e-06
25750,,,,,,1.28635147428594e-11,,9.2249279011786e-15,,,1.89171201234429e-15,,4.08626984875645e-15,0.403342364905294,1.59266074186231e-05,2.10795419535549e-06,3.90000470936517e-06
25760,,,,,,1.16428290139853e-11,,9.63205457317101e-15,,,2.16731599614625e-15,,3.62846328357424e-15,0.403615651742905,1.60232931103199e-05,3.84569764562318e-06,3.65723843711579e-06
25770,,,,,,1.04893556650093e-11,,8.88176172264777e-15,,,2.25348979983811e-15,,3.45208422035001e-15,0.403795837838958,1.58412416257529e-05,5.32797473527828e-06,3.4122508521266e-06
25780,,,,,,9.38681719908244e-12,,8.75936140136585e-15,,,1.23146085038677e-15,,3.00808407791741e-15,0.40385651350513,1.56221148738287e-05,4.01440665915021e-06,3.26799130557606e-06
25790,,,,,,8.35694013436834e-12,,7.73342460703229e-15,,,1.20381391103247e-15,,2.47982232890041e-15,0.404006779682299,1.58041141681552e-05,3.45836500836185e-06,3.09969420554926e-06
25800,,,,,,7.44334961916186e-12,,6.85261839988079e-15,,,1.13892277500812e-15,,2.1848230077118e-15,0.404276512456388,1.60754627985619e-05,2.33065896586635e-06,2.9657715726509e-06
25810,,,,,,6.61325731569953e-12,,5.67788855995261e-15,,,1.28695601338129e-15,,2.04343357440363e-15,0.40454921373449,1.63415726842413e-05,8.89838509178764e-07,2.90476570384313e-06
25820,,,,,,5.80983986137939e-12,,4.96434361624767e-15,,,4.91723992277641e-16,,1.93639210365933e-15,0.404830816984339,1.64689330032256e-05,1.71862436678099e-06,3.04064661267136e-06
25830,,,,,,5.09637533696311e-12,,4.87172603354642e-15,,,6.69126061892361e-16,,1.81117220847546e-15,0.405128829958363,1.64280868773205e-05,2.98264667740044e-06,2.95500575449124e-06
25840,,,,,,4.45888666633581e-12,,4.84045684647441e-15,,,5.66142390177446e-16,,1.66217449864333e-15,0.405430691122372,1.63726653802362e-05,3.48832244192599e-06,2.83456019040776e-06
25850,,,,,,3.88812069941158e-12,,4.39726258367952e-15,,,7.59785808868519e-16,,1.46769790188632e-15,0.405734701149138,1.63123492795604e-05,3.01634703106179e-06,2.73947143925786e-06
25860,,,,,,3.36259080380753e-12,,3.85983587613848e-15,,,6.47087823714053e-16,,1.33762293085152e-15,0.406041201896012,1.58660126559355e-05,3.54858483624177e-06,2.62830822370314e-06
25870,,,,,,2.9146702068779e-12,,3.22527440573146e-15,,,7.91307854515108e-16,,1.17974912896365e-15,0.406350602492431,1.56465425848227e-05,3.0707485597664e-06,2.59971676873152e-06
25880,,,,,,2.52774865812518e-12,,2.84562770756606e-15,,,2.85850776665718e-16,,9.85591878719938e-16,0.406659568794013,1.54994776757096e-05,2.00602709528899e-06,2.53254243643412e-06
25890,,,,,,2.18373008467443e-12,,2.94449726104762e-15,,,5.86130439662979e-16,,8.79761178026243e-16,0.406973435111074,1.53296325186613e-05,6.39358726929446e-07,2.36891041156013e-06
25900,,,,,,1.88863943499331e-12,,2.75290944667532e-15,,,4.89936661944947e-16,,8.75153100747231e-16,0.407281194028182,1.48433354156242e-05,8.53183961628884e-07,2.38900707014152e-06
25910,,,,,,1.61973766865093e-12,,2.45537717399389e-15,,,4.67582897207933e-16,,8.24067098122865e-16,0.407588471772406,1.44577605427945e-05,1.60813522252733e-06,2.46530561192318e-06
25920,,,,,,1.39194245974448e-12,,2.04713258037401e-15,,,3.31384265490442e-16,,6.66762581575697e-16,0.40790005173856,1.40191552676847e-05,2.31776393432911e-06,2.50068444727665e-06
25930,,,,,,1.20111031890708e-12,,1.8790410139795e-15,,,2.42073910196954e-16,,5.68931369305949e-16,0.408212141655214,1.33878659576361e-05,2.4612325953105e-06,2.40636834677188e-06
25940,,,,,,1.02940612319855e-12,,2.18376169771554e-15,,,3.53059809560015e-16,,5.46782255708253e-16,0.40848892640004,1.24551288483309e-05,1.72224817883542e-06,2.28175543485976e-06
25950,,,,,,8.84200659445163e-13,,1.95125465088425e-15,,,3.26454752203433e-16,,5.2407661741761e-16,0.408465734369296,1.14205588480108e-05,7.76070651831281e-07,2.15138696972982e-06
25960,,,,,,7.63063075510723e-13,,1.73975408223334e-15,,,2.67732210272833e-16,,5.05737239319133e-16,0.408665891755043,1.05386341411781e-05,8.57382995227195e-07,1.99609144724002e-06
25970,,,,,,6.57342977978701e-13,,1.33111774138213e-15,,,2.01937611148252e-16,,4.92122346609736e-16,0.409102441473759,1.01818673914661e-05,3.80585955784152e-06,1.78579668446395e-06
25980,,,,,,5.71357713046701e-13,,1.20619426423766e-15,,,,,,0.409619365876673,9.87930002981931e-06,2.87720519203643e-06,1.65069061218657e-06
25990,,,,,,,,,,,,,,0.410013007102817,9.42057062187333e-06,1.77349730494504e-06,1.57476171844744e-06
26000,,,,,,,,,,,,,,0.410276920621466,8.86019854178212e-06,1.00396173344658e-06,1.57326985596202e-06
26010,,,,,,,,,,,,,,0.410276048034233,8.34427225302139e-06,1.1029532402393e-06,1.69112721124095e-06
26020,,,,,,,,,,,,,,0.410215176780855,7.66237324781559e-06,1.65623610554881e-06,1.74580686077423e-06
26030,,,,,,,,,,,,,,0.410135160945852,7.20540744594692e-06,1.62886070721589e-06,1.74064225979278e-06
26040,,,,,,,,,,,,,,0.410045749749406,6.99921152207474e-06,1.00629138117272e-06,1.7480346447324e-06
26050,,,,,,,,,,,,,,0.409945240834845,6.93054948547846e-06,2.85886598676628e-07,2.02632857101529e-06
26060,,,,,,,,,,,,,,0.409831161111119,7.07132260686446e-06,2.13153455474035e-06,2.21254816231898e-06
26070,,,,,,,,,,,,,,0.409706521043751,7.05959878180247e-06,2.66810337730965e-06,2.34417620528628e-06
26080,,,,,,,,,,,,,,0.409570382714517,6.81513095553863e-06,1.42376385294871e-06,2.43580486026118e-06
26090,,,,,,,,,,,,,,0.409422398644092,6.46423385263375e-06,2.08429450362966e-06,2.51988873148695e-06
26100,,,,,,,,,,,,,,0.409263950138839,6.48130717685668e-06,9.95742466410527e-07,2.65727149145697e-06
26110,,,,,,,,,,,,,,0.409096430802637,6.51755079817818e-06,1.26694863263234e-07,2.72403415813453e-06
